session_id,record_index,frame_timestamp_ns,capture_timestamp_ns,tracking_state,image_file_name,image_path,image_exists,fx,fy,cx,cy,width,height,tx,ty,tz,qx,qy,qz,qw,blur_score,qc_tracking_ok,qc_image_ok,qc_intrinsics_ok,qc_blur_ok,qc_pose_ok,qc_pass,skip_reason,frame_gap_from_prev_selected,prod_adopted,prod_skip_reason
session-20260402-051025,31,1329420638063119,1329420618105308,TRACKING,frame_1329420638063119.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420638063119.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.1569149,0.03681506,-0.10357238,-0.1752473,-0.16896822,-0.6816531,0.6899908,259.57666015625,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,34,1329420738353782,1329420718197444,TRACKING,frame_1329420738353782.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420738353782.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.18448614,0.038141586,-0.11413337,-0.17676182,-0.1655104,-0.6795822,0.6924807,252.08750915527344,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,37,1329420838604340,1329420818289579,TRACKING,frame_1329420838604340.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420838604340.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.20674819,0.040110204,-0.11938518,-0.17786086,-0.16076335,-0.678605,0.6942736,273.0889892578125,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,40,1329420938663912,1329420918381714,TRACKING,frame_1329420938663912.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420938663912.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.23152398,0.04059559,-0.12517917,-0.17966057,-0.161437,-0.6777665,0.6944731,159.86561584472656,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,43,1329421038934267,1329421018473850,TRACKING,frame_1329421038934267.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421038934267.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.26002556,0.04212804,-0.1335646,-0.18549041,-0.16130576,-0.6782999,0.6924471,304.5729064941406,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,46,1329421139000006,1329421118565985,TRACKING,frame_1329421139000006.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421139000006.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.2870525,0.043214,-0.14080687,-0.19118819,-0.1543451,-0.6793795,0.69142467,189.2132568359375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,49,1329421238939757,1329421218658121,TRACKING,frame_1329421238939757.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421238939757.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.3131014,0.04447695,-0.14638181,-0.18719904,-0.16146839,-0.67862886,0.6916266,191.47557067871094,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,52,1329421339111118,1329421318750256,TRACKING,frame_1329421339111118.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421339111118.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.3362443,0.044496313,-0.15442428,-0.19296698,-0.17129916,-0.6778401,0.68844247,85.15679168701172,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,55,1329421438874522,1329421418842392,TRACKING,frame_1329421438874522.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421438874522.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.36285838,0.044928055,-0.1655316,-0.21235086,-0.1607909,-0.6754167,0.6876523,144.6531219482422,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,58,1329421538898970,1329421518934475,TRACKING,frame_1329421538898970.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421538898970.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.38824394,0.04826532,-0.17323291,-0.22236264,-0.13968207,-0.6771459,0.6873989,92.65286254882812,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,61,1329421638859888,1329421619026610,TRACKING,frame_1329421638859888.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421638859888.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.41963372,0.05003781,-0.18187535,-0.22357237,-0.12771295,-0.6845255,0.6820041,149.27684020996094,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,64,1329421739025751,1329421719118746,TRACKING,frame_1329421739025751.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421739025751.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.44825235,0.05017941,-0.19224769,-0.22057821,-0.1246295,-0.69127166,0.6767246,212.86337280273438,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,67,1329421839126279,1329421819210881,TRACKING,frame_1329421839126279.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421839126279.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.47618788,0.04936569,-0.20408456,-0.2169846,-0.13016632,-0.69662577,0.6713322,104.42857360839844,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,70,1329421939161834,1329421919303017,TRACKING,frame_1329421939161834.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421939161834.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.50327176,0.04858794,-0.21706101,-0.2137072,-0.13548301,-0.6993054,0.66853994,126.50799560546875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,73,1329422039256858,1329422019395152,TRACKING,frame_1329422039256858.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422039256858.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5275374,0.046357673,-0.23309588,-0.217422,-0.14375374,-0.70115685,0.6636577,190.20147705078125,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,76,1329422139332062,1329422119487287,TRACKING,frame_1329422139332062.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422139332062.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5530919,0.043951776,-0.24575979,-0.2133834,-0.14638545,-0.70366985,0.66173077,144.50074768066406,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,79,1329422239414808,1329422219579423,TRACKING,frame_1329422239414808.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422239414808.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.58014613,0.041917615,-0.25565967,-0.20585456,-0.14657885,-0.70520914,0.662434,121.62084197998047,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,82,1329422339503149,1329422319671558,TRACKING,frame_1329422339503149.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422339503149.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.6043192,0.038527895,-0.26676157,-0.20621562,-0.14367244,-0.7046902,0.6635097,270.1183166503906,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,85,1329422439684710,1329422419763694,TRACKING,frame_1329422439684710.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422439684710.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.63199735,0.036872894,-0.27846166,-0.2063059,-0.13400272,-0.70220655,0.668122,157.05325317382812,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,88,1329422539760856,1329422519855829,TRACKING,frame_1329422539760856.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422539760856.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.6643353,0.038251713,-0.29136842,-0.2020912,-0.12909184,-0.69576395,0.6770577,151.487060546875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,91,1329422639859426,1329422619947964,TRACKING,frame_1329422639859426.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422639859426.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.69948936,0.040011138,-0.30811667,-0.2018816,-0.13386506,-0.6885756,0.6835112,225.0613555908203,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,94,1329422739883539,1329422720040100,TRACKING,frame_1329422739883539.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422739883539.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.73224145,0.040302284,-0.325587,-0.20322739,-0.14120822,-0.68573916,0.6844856,111.33219909667969,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,97,1329422839992691,1329422820132235,TRACKING,frame_1329422839992691.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422839992691.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.77076447,0.038562268,-0.34126285,-0.20293814,-0.14406879,-0.68529785,0.6844174,94.05206298828125,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,100,1329422940102952,1329422920224371,TRACKING,frame_1329422940102952.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422940102952.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.81011206,0.038846225,-0.35713732,-0.20673037,-0.14203188,-0.68664205,0.6823578,244.7244873046875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,103,1329423040146744,1329423020316454,TRACKING,frame_1329423040146744.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423040146744.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.8471408,0.038303785,-0.37697363,-0.22049,-0.13114314,-0.68288696,0.6839963,115.85430145263672,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,106,1329423140228135,1329423120408589,TRACKING,frame_1329423140228135.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423140228135.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.88402426,0.040419087,-0.39458779,-0.23449008,-0.113891505,-0.67694986,0.68831813,154.01820373535156,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,109,1329423240332454,1329423220500725,TRACKING,frame_1329423240332454.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423240332454.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.925534,0.04365307,-0.4143169,-0.24664553,-0.10497792,-0.6686879,0.693543,174.14395141601562,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,112,1329423340400631,1329423320592860,TRACKING,frame_1329423340400631.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423340400631.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.9680587,0.048329875,-0.43513733,-0.26202938,-0.09504568,-0.65702564,0.7004457,171.7674560546875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,115,1329423440457137,1329423420684996,TRACKING,frame_1329423440457137.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423440457137.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.009408,0.055023834,-0.4549972,-0.27643037,-0.0790761,-0.6431426,0.70971894,96.52474975585938,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,118,1329423540574643,1329423520777131,TRACKING,frame_1329423540574643.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423540574643.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.0476174,0.0584145,-0.4761385,-0.29284954,-0.058339953,-0.628311,0.71837366,106.86968994140625,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,121,1329423640621182,1329423620869267,TRACKING,frame_1329423640621182.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423640621182.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.0872211,0.056470826,-0.5049517,-0.3118177,-0.04048341,-0.61788696,0.72065705,166.90719604492188,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,124,1329423740710282,1329423720961402,TRACKING,frame_1329423740710282.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423740710282.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.1210877,0.048051883,-0.5358775,-0.3284063,-0.030378269,-0.6190896,0.7127093,189.64791870117188,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,127,1329423840626184,1329423821053537,TRACKING,frame_1329423840626184.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423840626184.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.1537569,0.042753167,-0.56832623,-0.3373283,-0.020710116,-0.62123775,0.7069967,319.04193115234375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,130,1329423940693460,1329423921145673,TRACKING,frame_1329423940693460.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329423940693460.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.1783082,0.03862644,-0.6024196,-0.3466343,-0.0084684575,-0.6183195,0.7053041,252.2241973876953,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,133,1329424040775546,1329424021237808,TRACKING,frame_1329424040775546.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424040775546.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.2050285,0.03391777,-0.6430201,-0.35745552,-0.00054309086,-0.61603993,0.7019401,219.62423706054688,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,136,1329424140913396,1329424121329944,TRACKING,frame_1329424140913396.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424140913396.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.22763,0.03159605,-0.6836226,-0.3648386,0.016345503,-0.6107978,0.70253223,199.70489501953125,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,139,1329424240974736,1329424221422079,TRACKING,frame_1329424240974736.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424240974736.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.2422659,0.036077194,-0.72210336,-0.37342343,0.03380293,-0.6009714,0.7058652,223.7891387939453,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,142,1329424341062675,1329424321514214,TRACKING,frame_1329424341062675.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424341062675.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.2556479,0.038715433,-0.7542844,-0.37675384,0.050385147,-0.596673,0.70675254,225.43385314941406,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,145,1329424441148160,1329424421606350,TRACKING,frame_1329424441148160.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424441148160.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.2703825,0.03662292,-0.7869954,-0.37805864,0.05198894,-0.5954332,0.70698524,249.53948974609375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,148,1329424541381887,1329424521698485,TRACKING,frame_1329424541381887.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424541381887.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.2864925,0.03215983,-0.8159702,-0.38008332,0.052372996,-0.59786713,0.7038101,287.8990783691406,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,151,1329424641453206,1329424621790569,TRACKING,frame_1329424641453206.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424641453206.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.3015096,0.027675407,-0.8419935,-0.38509604,0.056477483,-0.59780663,0.7008127,242.69613647460938,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,154,1329424741521217,1329424721882704,TRACKING,frame_1329424741521217.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424741521217.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.3162358,0.02722283,-0.8673499,-0.39290783,0.060248196,-0.5926128,0.70057386,231.13339233398438,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,157,1329424841610778,1329424821974839,TRACKING,frame_1329424841610778.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424841610778.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.3358155,0.027517147,-0.89345217,-0.39885637,0.060646225,-0.5867727,0.7020921,196.5308837890625,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,160,1329424941665365,1329424922066975,TRACKING,frame_1329424941665365.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329424941665365.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.3652165,0.02901083,-0.9274123,-0.4046657,0.07449899,-0.57734215,0.70524573,233.7755126953125,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,163,1329425041739632,1329425022159110,TRACKING,frame_1329425041739632.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425041739632.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.3891935,0.029861847,-0.96077466,-0.41364968,0.07964018,-0.57237655,0.7035172,290.10076904296875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,166,1329425141833299,1329425122251246,TRACKING,frame_1329425141833299.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425141833299.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.407253,0.03066136,-0.9905508,-0.417355,0.08873322,-0.5647307,0.7064137,257.57427978515625,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,169,1329425241906702,1329425222343381,TRACKING,frame_1329425241906702.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425241906702.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4231906,0.030106748,-1.0216391,-0.41884068,0.08891268,-0.5580742,0.7107885,265.46484375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,172,1329425341983340,1329425322435517,TRACKING,frame_1329425341983340.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425341983340.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4371625,0.027772682,-1.052929,-0.42189035,0.09482873,-0.55245054,0.7126111,301.3539123535156,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,175,1329425442085489,1329425422527652,TRACKING,frame_1329425442085489.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425442085489.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4422966,0.023509692,-1.0831623,-0.42611137,0.09432115,-0.549501,0.71244735,314.658447265625,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,178,1329425542163233,1329425522619787,TRACKING,frame_1329425542163233.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425542163233.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4529916,0.017096039,-1.1169841,-0.4300841,0.09023361,-0.54956794,0.7105354,309.1323547363281,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,181,1329425642255223,1329425622711923,TRACKING,frame_1329425642255223.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425642255223.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.457508,0.010504134,-1.1492349,-0.43167868,0.08131082,-0.5516692,0.7090156,177.08074951171875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,184,1329425742383234,1329425722804058,TRACKING,frame_1329425742383234.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425742383234.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4617416,0.005423557,-1.1841935,-0.4331546,0.078442864,-0.5523587,0.7079009,249.6068115234375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,187,1329425842325958,1329425822896194,TRACKING,frame_1329425842325958.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425842325958.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4603266,0.0021879692,-1.2185321,-0.42770132,0.07646858,-0.5543925,0.7098401,196.11135864257812,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,190,1329425942442325,1329425922988329,TRACKING,frame_1329425942442325.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329425942442325.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4589134,0.0032962076,-1.2561831,-0.4242676,0.07130219,-0.5545315,0.7123256,177.08053588867188,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,193,1329426042508080,1329426023080464,TRACKING,frame_1329426042508080.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426042508080.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4562098,0.007965155,-1.2876992,-0.42194995,0.0726899,-0.55848587,0.7104702,300.9828796386719,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,196,1329426142595397,1329426123172548,TRACKING,frame_1329426142595397.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426142595397.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4468081,0.010669116,-1.3106538,-0.4313388,0.07228683,-0.54882914,0.712396,124.71209716796875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,199,1329426242554717,1329426223264683,TRACKING,frame_1329426242554717.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426242554717.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4512252,0.020290073,-1.3390342,-0.4407273,0.06849238,-0.54265875,0.71175116,237.72796630859375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,202,1329426342676925,1329426323356819,TRACKING,frame_1329426342676925.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426342676925.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4559562,0.022115968,-1.363931,-0.44817668,0.0835864,-0.537001,0.70977527,163.1050567626953,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,205,1329426442796602,1329426423448954,TRACKING,frame_1329426442796602.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426442796602.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4605719,0.019620262,-1.3908806,-0.45560616,0.09591228,-0.5333953,0.70619625,122.16143798828125,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,208,1329426542836431,1329426523541089,TRACKING,frame_1329426542836431.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426542836431.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.461777,0.013991326,-1.4184576,-0.46235687,0.10222553,-0.52775073,0.70516324,269.2386474609375,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,211,1329426642846231,1329426623633225,TRACKING,frame_1329426642846231.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426642846231.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.463531,0.009368539,-1.4421206,-0.4655915,0.1194427,-0.5191407,0.7067183,156.9540557861328,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,214,1329426742940932,1329426723725360,TRACKING,frame_1329426742940932.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426742940932.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.4629195,0.0042676125,-1.4716552,-0.4748924,0.14238456,-0.50276434,0.7081185,108.97674560546875,True,True,True,True,True,True,,3.0,True,
session-20260402-051025,217,1329426843105953,1329426823817496,TRACKING,frame_1329426843105953.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329426843105953.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,1.464837,-0.0008854121,-1.5135261,-0.49699697,0.15822904,-0.47646382,0.70777094,94.387939453125,True,True,True,True,True,True,,3.0,True,
