session_id,record_index,frame_timestamp_ns,capture_timestamp_ns,tracking_state,image_file_name,image_path,image_exists,fx,fy,cx,cy,width,height,tx,ty,tz,qx,qy,qz,qw,blur_score
session-20260402-051025,12,1329420004446417,1329419984188485,TRACKING,frame_1329420004446417.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420004446417.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.018173043,0.030908983,-0.034947347,-0.17574987,-0.17047213,-0.6731884,0.6977597,267.9149169921875
session-20260402-051025,13,1329420037810480,1329420017552548,TRACKING,frame_1329420037810480.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420037810480.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.022248507,0.030920673,-0.03711807,-0.17457591,-0.17134318,-0.67404544,0.69701326,289.58270263671875
session-20260402-051025,14,1329420071174490,1329420050916558,TRACKING,frame_1329420071174490.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420071174490.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.026782367,0.030873962,-0.039763905,-0.17469318,-0.17199415,-0.67502767,0.69587207,303.96630859375
session-20260402-051025,15,1329420104221868,1329420084280621,TRACKING,frame_1329420104221868.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420104221868.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.033289004,0.031851836,-0.043994844,-0.17433727,-0.17196427,-0.6763038,0.6947286,319.7077941894531
session-20260402-051025,16,1329420137585878,1329420117644631,TRACKING,frame_1329420137585878.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420137585878.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.03858683,0.031772204,-0.047429986,-0.17453903,-0.17237353,-0.677054,0.6938453,297.2425537109375
session-20260402-051025,17,1329420170949941,1329420151008694,TRACKING,frame_1329420170949941.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420170949941.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.044273295,0.031593144,-0.051170357,-0.17470823,-0.17360333,-0.67787546,0.6926931,306.0602722167969
session-20260402-051025,18,1329420204736173,1329420184372756,TRACKING,frame_1329420204736173.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420204736173.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.049403243,0.03143494,-0.05403381,-0.17493705,-0.17435876,-0.6787815,0.69155747,314.78515625
session-20260402-051025,19,1329420238100184,1329420217736767,TRACKING,frame_1329420238100184.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420238100184.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.055703897,0.031236932,-0.058016583,-0.1755283,-0.17545538,-0.6793349,0.6905862,306.25140380859375
session-20260402-051025,20,1329420271464246,1329420251100829,TRACKING,frame_1329420271464246.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420271464246.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.062354404,0.031052615,-0.061961427,-0.17653343,-0.17572522,-0.6799847,0.6896212,339.087890625
session-20260402-051025,21,1329420304681748,1329420284464892,TRACKING,frame_1329420304681748.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420304681748.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.0690129,0.030915942,-0.06545617,-0.17660771,-0.17555532,-0.680866,0.6887753,318.77215576171875
session-20260402-051025,22,1329420338045758,1329420317828902,TRACKING,frame_1329420338045758.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420338045758.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.076541916,0.030952906,-0.06910513,-0.17631991,-0.1755224,-0.6814596,0.6882703,324.59661865234375
session-20260402-051025,23,1329420371409820,1329420351192964,TRACKING,frame_1329420371409820.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420371409820.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.08443597,0.031061927,-0.073024385,-0.17701703,-0.17486216,-0.6820174,0.6877067,338.3258056640625
session-20260402-051025,24,1329420404883743,1329420384557027,TRACKING,frame_1329420404883743.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420404883743.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.09261789,0.03171525,-0.07637195,-0.1769136,-0.17367953,-0.68259186,0.687463,301.2764587402344
session-20260402-051025,25,1329420438247753,1329420417921037,TRACKING,frame_1329420438247753.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420438247753.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.101324424,0.031928293,-0.08017003,-0.17674336,-0.17269832,-0.68282175,0.6875256,302.9034423828125
session-20260402-051025,26,1329420471611816,1329420451285100,TRACKING,frame_1329420471611816.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420471611816.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.11036307,0.032111354,-0.083992876,-0.17638959,-0.17192988,-0.683113,0.6875198,274.6915588378906
session-20260402-051025,27,1329420504620596,1329420484649162,TRACKING,frame_1329420504620596.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420504620596.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.120297916,0.033488415,-0.0888121,-0.176359,-0.17247564,-0.68286663,0.68763566,266.0589599609375
session-20260402-051025,28,1329420537984607,1329420518013173,TRACKING,frame_1329420537984607.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420537984607.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.12956867,0.034031644,-0.09283304,-0.17622788,-0.17244653,-0.6824238,0.6881161,262.49212646484375
session-20260402-051025,29,1329420571348669,1329420551377235,TRACKING,frame_1329420571348669.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420571348669.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.13890086,0.03476058,-0.09661325,-0.17531784,-0.17131738,-0.6824019,0.688652,254.95242309570312
session-20260402-051025,30,1329420604699057,1329420584741246,TRACKING,frame_1329420604699057.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420604699057.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.1479195,0.03604339,-0.09982539,-0.1749678,-0.17050448,-0.68217665,0.68916583,284.1804504394531
session-20260402-051025,31,1329420638063119,1329420618105308,TRACKING,frame_1329420638063119.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420638063119.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.1569149,0.03681506,-0.10357238,-0.1752473,-0.16896822,-0.6816531,0.6899908,259.57666015625
session-20260402-051025,32,1329420671427182,1329420651469371,TRACKING,frame_1329420671427182.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420671427182.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.1659981,0.037592247,-0.10706322,-0.17493373,-0.16674905,-0.68121696,0.6910401,272.30706787109375
session-20260402-051025,33,1329420704989719,1329420684833381,TRACKING,frame_1329420704989719.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420704989719.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.17540723,0.037729993,-0.11063659,-0.17599109,-0.16674735,-0.6803805,0.6915958,279.65777587890625
session-20260402-051025,34,1329420738353782,1329420718197444,TRACKING,frame_1329420738353782.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420738353782.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.18448614,0.038141586,-0.11413337,-0.17676182,-0.1655104,-0.6795822,0.6924807,252.08750915527344
session-20260402-051025,35,1329420771717844,1329420751561506,TRACKING,frame_1329420771717844.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420771717844.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.19355567,0.038557537,-0.11723214,-0.17723548,-0.1622903,-0.67925376,0.6934434,235.6026611328125
session-20260402-051025,36,1329420805240278,1329420784925517,TRACKING,frame_1329420805240278.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420805240278.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.19747591,0.039801955,-0.11667341,-0.1779018,-0.16043587,-0.6788369,0.6941121,244.17007446289062
session-20260402-051025,37,1329420838604340,1329420818289579,TRACKING,frame_1329420838604340.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420838604340.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.20674819,0.040110204,-0.11938518,-0.17786086,-0.16076335,-0.678605,0.6942736,273.0889892578125
session-20260402-051025,38,1329420871968403,1329420851653642,TRACKING,frame_1329420871968403.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420871968403.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.2160178,0.04060843,-0.12154737,-0.17742492,-0.15904103,-0.67856646,0.69481933,253.691650390625
session-20260402-051025,39,1329420905299850,1329420885017652,TRACKING,frame_1329420905299850.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420905299850.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.22211555,0.040531825,-0.12247518,-0.17778498,-0.15837802,-0.6780255,0.6954066,206.6498260498047
session-20260402-051025,40,1329420938663912,1329420918381714,TRACKING,frame_1329420938663912.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420938663912.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.23152398,0.04059559,-0.12517917,-0.17966057,-0.161437,-0.6777665,0.6944731,159.86561584472656
session-20260402-051025,41,1329420972027975,1329420951745777,TRACKING,frame_1329420972027975.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329420972027975.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.24060285,0.041017186,-0.12743554,-0.18049596,-0.16228287,-0.67772293,0.6941016,299.65460205078125
session-20260402-051025,42,1329421005570204,1329420985109787,TRACKING,frame_1329421005570204.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421005570204.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.25120413,0.041660264,-0.13113996,-0.18275194,-0.16166227,-0.6778409,0.69354075,256.3569641113281
session-20260402-051025,43,1329421038934267,1329421018473850,TRACKING,frame_1329421038934267.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421038934267.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.26002556,0.04212804,-0.1335646,-0.18549041,-0.16130576,-0.6782999,0.6924471,304.5729064941406
session-20260402-051025,44,1329421072298329,1329421051837912,TRACKING,frame_1329421072298329.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421072298329.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.2686407,0.042673297,-0.13565254,-0.18673688,-0.16085637,-0.6784673,0.6920525,309.6846008300781
session-20260402-051025,45,1329421105635944,1329421085201923,TRACKING,frame_1329421105635944.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421105635944.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.27849677,0.042677425,-0.13897167,-0.18922816,-0.15941983,-0.6784837,0.6916919,210.29359436035156
session-20260402-051025,46,1329421139000006,1329421118565985,TRACKING,frame_1329421139000006.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421139000006.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.2870525,0.043214,-0.14080687,-0.19118819,-0.1543451,-0.6793795,0.69142467,189.2132568359375
session-20260402-051025,47,1329421172364017,1329421151929996,TRACKING,frame_1329421172364017.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421172364017.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.29572117,0.04335008,-0.1427744,-0.18989398,-0.15632614,-0.6792938,0.6914206,93.56884765625
session-20260402-051025,48,1329421205575694,1329421185294058,TRACKING,frame_1329421205575694.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421205575694.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.30439472,0.043929704,-0.1445815,-0.18833993,-0.16174184,-0.6784453,0.69143295,175.86727905273438
session-20260402-051025,49,1329421238939757,1329421218658121,TRACKING,frame_1329421238939757.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421238939757.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.3131014,0.04447695,-0.14638181,-0.18719904,-0.16146839,-0.67862886,0.6916266,191.47557067871094
session-20260402-051025,50,1329421272303767,1329421252022131,TRACKING,frame_1329421272303767.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421272303767.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.32161838,0.044677705,-0.14883101,-0.18741512,-0.1647647,-0.67799056,0.6914166,126.06973266601562
session-20260402-051025,51,1329421305747056,1329421285386194,TRACKING,frame_1329421305747056.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421305747056.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.3280437,0.04476116,-0.15085922,-0.18736036,-0.16747326,-0.67822146,0.6905537,143.22760009765625
session-20260402-051025,52,1329421339111118,1329421318750256,TRACKING,frame_1329421339111118.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421339111118.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.3362443,0.044496313,-0.15442428,-0.19296698,-0.17129916,-0.6778401,0.68844247,85.15679168701172
session-20260402-051025,53,1329421372475129,1329421352114267,TRACKING,frame_1329421372475129.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421372475129.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.34429884,0.044359997,-0.15788643,-0.19981523,-0.17166914,-0.6772915,0.686935,176.71417236328125
session-20260402-051025,54,1329421405510459,1329421385478329,TRACKING,frame_1329421405510459.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421405510459.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.3545768,0.044705577,-0.16206951,-0.20466383,-0.16746837,-0.67631733,0.6875041,134.8834228515625
session-20260402-051025,55,1329421438874522,1329421418842392,TRACKING,frame_1329421438874522.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421438874522.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.36285838,0.044928055,-0.1655316,-0.21235086,-0.1607909,-0.6754167,0.6876523,144.6531219482422
session-20260402-051025,56,1329421472238532,1329421452206402,TRACKING,frame_1329421472238532.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421472238532.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.37156737,0.04572004,-0.16823906,-0.21512891,-0.15416126,-0.6755368,0.68818897,79.37989807128906
session-20260402-051025,57,1329421505534959,1329421485570464,TRACKING,frame_1329421505534959.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421505534959.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.37926626,0.047632113,-0.16985485,-0.21524087,-0.1471821,-0.67640245,0.68883127,112.45448303222656
session-20260402-051025,58,1329421538898970,1329421518934475,TRACKING,frame_1329421538898970.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421538898970.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.38824394,0.04826532,-0.17323291,-0.22236264,-0.13968207,-0.6771459,0.6873989,92.65286254882812
session-20260402-051025,59,1329421572263032,1329421552298537,TRACKING,frame_1329421572263032.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421572263032.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.39820328,0.04917688,-0.17575814,-0.22191547,-0.13338535,-0.6804327,0.68554586,93.58155822753906
session-20260402-051025,60,1329421605495878,1329421585662600,TRACKING,frame_1329421605495878.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421605495878.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.41005933,0.04988165,-0.17813337,-0.220767,-0.12783763,-0.68369824,0.6837223,224.56393432617188
session-20260402-051025,61,1329421638859888,1329421619026610,TRACKING,frame_1329421638859888.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421638859888.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.41963372,0.05003781,-0.18187535,-0.22357237,-0.12771295,-0.6845255,0.6820041,149.27684020996094
session-20260402-051025,62,1329421672223951,1329421652390673,TRACKING,frame_1329421672223951.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421672223951.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.4291945,0.050609298,-0.18476959,-0.22261117,-0.12308298,-0.6869082,0.68077314,69.20136260986328
session-20260402-051025,63,1329421705661740,1329421685754735,TRACKING,frame_1329421705661740.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421705661740.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.4385604,0.050409727,-0.18828014,-0.21958525,-0.12418197,-0.68912745,0.67931175,224.42398071289062
session-20260402-051025,64,1329421739025751,1329421719118746,TRACKING,frame_1329421739025751.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421739025751.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.44825235,0.05017941,-0.19224769,-0.22057821,-0.1246295,-0.69127166,0.6767246,212.86337280273438
session-20260402-051025,65,1329421772389813,1329421752482808,TRACKING,frame_1329421772389813.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421772389813.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.45783308,0.050093494,-0.19615884,-0.21874137,-0.12514126,-0.6937481,0.6746892,156.33328247070312
session-20260402-051025,66,1329421805762269,1329421785846871,TRACKING,frame_1329421805762269.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421805762269.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.466702,0.049472243,-0.1998618,-0.21791524,-0.12844272,-0.6953361,0.6726983,152.3411865234375
session-20260402-051025,67,1329421839126279,1329421819210881,TRACKING,frame_1329421839126279.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421839126279.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.47618788,0.04936569,-0.20408456,-0.2169846,-0.13016632,-0.69662577,0.6713322,104.42857360839844
session-20260402-051025,68,1329421872490342,1329421852574944,TRACKING,frame_1329421872490342.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421872490342.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.48558465,0.049235642,-0.20824464,-0.21297431,-0.13217314,-0.6978882,0.670913,167.16384887695312
session-20260402-051025,69,1329421905797823,1329421885939006,TRACKING,frame_1329421905797823.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421905797823.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.49429315,0.04905539,-0.2125192,-0.21516114,-0.13306332,-0.69863576,0.66925913,247.69894409179688
session-20260402-051025,70,1329421939161834,1329421919303017,TRACKING,frame_1329421939161834.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421939161834.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.50327176,0.04858794,-0.21706101,-0.2137072,-0.13548301,-0.6993054,0.66853994,126.50799560546875
session-20260402-051025,71,1329421972525896,1329421952667079,TRACKING,frame_1329421972525896.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329421972525896.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5121504,0.047655597,-0.22222173,-0.21377859,-0.13976978,-0.6995632,0.66736376,155.52703857421875
session-20260402-051025,72,1329422005892848,1329421986031142,TRACKING,frame_1329422005892848.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422005892848.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.51922184,0.0473033,-0.22787564,-0.2157192,-0.14212711,-0.7006564,0.6650907,218.15359497070312
session-20260402-051025,73,1329422039256858,1329422019395152,TRACKING,frame_1329422039256858.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422039256858.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5275374,0.046357673,-0.23309588,-0.217422,-0.14375374,-0.70115685,0.6636577,190.20147705078125
session-20260402-051025,74,1329422072620920,1329422052759214,TRACKING,frame_1329422072620920.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422072620920.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5360219,0.045764014,-0.23778896,-0.21653838,-0.14459454,-0.70248604,0.6623571,168.0534210205078
session-20260402-051025,75,1329422105968000,1329422086123225,TRACKING,frame_1329422105968000.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422105968000.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5444395,0.04430157,-0.24200311,-0.21496725,-0.14520277,-0.7032593,0.6619151,199.32562255859375
session-20260402-051025,76,1329422139332062,1329422119487287,TRACKING,frame_1329422139332062.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422139332062.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5530919,0.043951776,-0.24575979,-0.2133834,-0.14638545,-0.70366985,0.66173077,144.50074768066406
session-20260402-051025,77,1329422172696125,1329422152851350,TRACKING,frame_1329422172696125.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422172696125.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5620557,0.04360155,-0.24930894,-0.21027897,-0.14833283,-0.7045366,0.6613685,173.47225952148438
session-20260402-051025,78,1329422206050745,1329422186215360,TRACKING,frame_1329422206050745.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422206050745.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5708856,0.042167157,-0.25256267,-0.20869026,-0.14817227,-0.7044616,0.6619873,175.62985229492188
session-20260402-051025,79,1329422239414808,1329422219579423,TRACKING,frame_1329422239414808.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422239414808.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.58014613,0.041917615,-0.25565967,-0.20585456,-0.14657885,-0.70520914,0.662434,121.62084197998047
session-20260402-051025,80,1329422272778870,1329422252943485,TRACKING,frame_1329422272778870.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422272778870.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.5892338,0.041470632,-0.25913036,-0.20375863,-0.14599356,-0.7055312,0.662868,228.78799438476562
session-20260402-051025,81,1329422306139087,1329422286307496,TRACKING,frame_1329422306139087.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422306139087.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.59520483,0.039049298,-0.26240057,-0.20516375,-0.14401531,-0.70510525,0.6633204,257.3970947265625
session-20260402-051025,82,1329422339503149,1329422319671558,TRACKING,frame_1329422339503149.jpg,/content/trajectreview_input/session-20260402-051025/trajectreview/images/frame_1329422339503149.jpg,True,456.27792,455.49878,317.64102,245.34378,640,480,0.6043192,0.038527895,-0.26676157,-0.20621562,-0.14367244,-0.7046902,0.6635097,270.1183166503906
